File_Name,Text_Data
29678.2.txt,"{'POSITIVE SCORE': 0.0022619047619047705, 'NEGATIVE SCORE': 0.6132082732082732, 'POLARITY SCORE': 0.0022619047619047705, 'SUBJECTIVITY SCORE': 0.6132082732082732, 'AVG SENTENCE LENGTH': 14.315068493150685, 'PERCENTAGE OF COMPLEX WORDS': 72.48495270851247, 'FOG INDEX': 34.720008480665264, 'AVG NUMBER OF WORDS PER SENTENCE': 15.931506849315069, 'COMPLEX WORD COUNT': 843, 'WORD COUNT': 1163, 'SYLLABLES PER WORD': 1.5477214101461736, 'PERSONAL PRONOUNS': 11, 'AVG WORD LENGTH': 4.971625107480653}"
30140.txt,"{'POSITIVE SCORE': -0.01790957983815127, 'NEGATIVE SCORE': 0.43926408512122783, 'POLARITY SCORE': -0.01790957983815127, 'SUBJECTIVITY SCORE': 0.43926408512122783, 'AVG SENTENCE LENGTH': 34.32608695652174, 'PERCENTAGE OF COMPLEX WORDS': 73.81092190252495, 'FOG INDEX': 43.25480354361868, 'AVG NUMBER OF WORDS PER SENTENCE': 37.02173913043478, 'COMPLEX WORD COUNT': 1257, 'WORD COUNT': 1703, 'SYLLABLES PER WORD': 1.532002348796242, 'PERSONAL PRONOUNS': 8, 'AVG WORD LENGTH': 4.827363476218438}"
30601.8.txt,"{'POSITIVE SCORE': 0.012323037323037321, 'NEGATIVE SCORE': 0.3726710226710227, 'POLARITY SCORE': 0.012323037323037321, 'SUBJECTIVITY SCORE': 0.3726710226710227, 'AVG SENTENCE LENGTH': 33.391304347826086, 'PERCENTAGE OF COMPLEX WORDS': 74.26556991774383, 'FOG INDEX': 43.06274970622797, 'AVG NUMBER OF WORDS PER SENTENCE': 37.0, 'COMPLEX WORD COUNT': 632, 'WORD COUNT': 851, 'SYLLABLES PER WORD': 1.5875440658049353, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 4.853113983548766}"
31063.6.txt,"{'POSITIVE SCORE': 0.06272101392583314, 'NEGATIVE SCORE': 0.3585886001548651, 'POLARITY SCORE': 0.06272101392583314, 'SUBJECTIVITY SCORE': 0.3585886001548651, 'AVG SENTENCE LENGTH': 32.2972972972973, 'PERCENTAGE OF COMPLEX WORDS': 74.30293896006029, 'FOG INDEX': 42.640094502943036, 'AVG NUMBER OF WORDS PER SENTENCE': 35.86486486486486, 'COMPLEX WORD COUNT': 986, 'WORD COUNT': 1327, 'SYLLABLES PER WORD': 1.624717407686511, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.028636021100226}"
31525.4.txt,"{'POSITIVE SCORE': 0.01951605546433132, 'NEGATIVE SCORE': 0.3814016251947285, 'POLARITY SCORE': 0.01951605546433132, 'SUBJECTIVITY SCORE': 0.3814016251947285, 'AVG SENTENCE LENGTH': 23.65277777777778, 'PERCENTAGE OF COMPLEX WORDS': 74.14428646656135, 'FOG INDEX': 39.11882569773566, 'AVG NUMBER OF WORDS PER SENTENCE': 26.375, 'COMPLEX WORD COUNT': 1408, 'WORD COUNT': 1899, 'SYLLABLES PER WORD': 1.5466034755134281, 'PERSONAL PRONOUNS': 10, 'AVG WORD LENGTH': 4.872564507635598}"
31987.2.txt,"{'POSITIVE SCORE': 0.05135106828655215, 'NEGATIVE SCORE': 0.3240200659555499, 'POLARITY SCORE': 0.05135106828655215, 'SUBJECTIVITY SCORE': 0.3240200659555499, 'AVG SENTENCE LENGTH': 17.693877551020407, 'PERCENTAGE OF COMPLEX WORDS': 73.30375782881002, 'FOG INDEX': 36.39905415193217, 'AVG NUMBER OF WORDS PER SENTENCE': 19.551020408163264, 'COMPLEX WORD COUNT': 2809, 'WORD COUNT': 3832, 'SYLLABLES PER WORD': 1.4731210855949897, 'PERSONAL PRONOUNS': 2, 'AVG WORD LENGTH': 4.7852296450939455}"
321.txt,"{'POSITIVE SCORE': 0.05912818662818663, 'NEGATIVE SCORE': 0.6368783068783069, 'POLARITY SCORE': 0.05912818662818663, 'SUBJECTIVITY SCORE': 0.6368783068783069, 'AVG SENTENCE LENGTH': 25.12, 'PERCENTAGE OF COMPLEX WORDS': 73.82352941176471, 'FOG INDEX': 39.577411764705886, 'AVG NUMBER OF WORDS PER SENTENCE': 27.2, 'COMPLEX WORD COUNT': 502, 'WORD COUNT': 680, 'SYLLABLES PER WORD': 1.6823529411764706, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 5.101470588235294}"
32449.txt,"{'POSITIVE SCORE': 0.03212169312169312, 'NEGATIVE SCORE': 0.43400264550264545, 'POLARITY SCORE': 0.03212169312169312, 'SUBJECTIVITY SCORE': 0.43400264550264545, 'AVG SENTENCE LENGTH': 21.166666666666668, 'PERCENTAGE OF COMPLEX WORDS': 72.84460505937017, 'FOG INDEX': 37.60450869041474, 'AVG NUMBER OF WORDS PER SENTENCE': 23.05952380952381, 'COMPLEX WORD COUNT': 1411, 'WORD COUNT': 1937, 'SYLLABLES PER WORD': 1.5400103252452246, 'PERSONAL PRONOUNS': 12, 'AVG WORD LENGTH': 4.773877129581828}"
32910.8.txt,"{'POSITIVE SCORE': -0.007877793974732752, 'NEGATIVE SCORE': 0.35994897959183664, 'POLARITY SCORE': -0.007877793974732752, 'SUBJECTIVITY SCORE': 0.35994897959183664, 'AVG SENTENCE LENGTH': 25.25, 'PERCENTAGE OF COMPLEX WORDS': 74.11556603773585, 'FOG INDEX': 39.74622641509434, 'AVG NUMBER OF WORDS PER SENTENCE': 28.266666666666666, 'COMPLEX WORD COUNT': 1257, 'WORD COUNT': 1696, 'SYLLABLES PER WORD': 1.653301886792453, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.066627358490566}"
33372.6.txt,"{'POSITIVE SCORE': 0.18367346938775508, 'NEGATIVE SCORE': 0.3443877551020408, 'POLARITY SCORE': 0.18367346938775508, 'SUBJECTIVITY SCORE': 0.3443877551020408, 'AVG SENTENCE LENGTH': 18.88888888888889, 'PERCENTAGE OF COMPLEX WORDS': 71.80851063829788, 'FOG INDEX': 36.2789598108747, 'AVG NUMBER OF WORDS PER SENTENCE': 20.88888888888889, 'COMPLEX WORD COUNT': 135, 'WORD COUNT': 188, 'SYLLABLES PER WORD': 1.5106382978723405, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 4.76595744680851}"
3355.6.txt,"{'POSITIVE SCORE': 0.02707792207792207, 'NEGATIVE SCORE': 0.26280652143555366, 'POLARITY SCORE': 0.02707792207792207, 'SUBJECTIVITY SCORE': 0.26280652143555366, 'AVG SENTENCE LENGTH': 23.866666666666667, 'PERCENTAGE OF COMPLEX WORDS': 72.22222222222221, 'FOG INDEX': 38.43555555555555, 'AVG NUMBER OF WORDS PER SENTENCE': 26.8, 'COMPLEX WORD COUNT': 871, 'WORD COUNT': 1206, 'SYLLABLES PER WORD': 1.6965174129353233, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.291873963515754}"
33834.4.txt,"{'POSITIVE SCORE': 0.16781746031746034, 'NEGATIVE SCORE': 0.48649801587301583, 'POLARITY SCORE': 0.16781746031746034, 'SUBJECTIVITY SCORE': 0.48649801587301583, 'AVG SENTENCE LENGTH': 22.232558139534884, 'PERCENTAGE OF COMPLEX WORDS': 71.45438121047877, 'FOG INDEX': 37.47477574000546, 'AVG NUMBER OF WORDS PER SENTENCE': 25.74418604651163, 'COMPLEX WORD COUNT': 791, 'WORD COUNT': 1107, 'SYLLABLES PER WORD': 1.4950316169828366, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 4.917795844625113}"
34296.2.txt,"{'POSITIVE SCORE': 0.04645186037591101, 'NEGATIVE SCORE': 0.439609476318337, 'POLARITY SCORE': 0.04645186037591101, 'SUBJECTIVITY SCORE': 0.439609476318337, 'AVG SENTENCE LENGTH': 15.35, 'PERCENTAGE OF COMPLEX WORDS': 75.44291338582677, 'FOG INDEX': 36.317165354330704, 'AVG NUMBER OF WORDS PER SENTENCE': 16.933333333333334, 'COMPLEX WORD COUNT': 1533, 'WORD COUNT': 2032, 'SYLLABLES PER WORD': 1.5044291338582678, 'PERSONAL PRONOUNS': 5, 'AVG WORD LENGTH': 4.609744094488189}"
34758.txt,"{'POSITIVE SCORE': 0.1285957552771712, 'NEGATIVE SCORE': 0.40404159262566364, 'POLARITY SCORE': 0.1285957552771712, 'SUBJECTIVITY SCORE': 0.40404159262566364, 'AVG SENTENCE LENGTH': 19.808988764044944, 'PERCENTAGE OF COMPLEX WORDS': 74.00204708290686, 'FOG INDEX': 37.52441433878072, 'AVG NUMBER OF WORDS PER SENTENCE': 21.95505617977528, 'COMPLEX WORD COUNT': 1446, 'WORD COUNT': 1954, 'SYLLABLES PER WORD': 1.578300921187308, 'PERSONAL PRONOUNS': 5, 'AVG WORD LENGTH': 5.077789150460593}"
35219.8.txt,"{'POSITIVE SCORE': 0.03608073213336372, 'NEGATIVE SCORE': 0.39204742625795264, 'POLARITY SCORE': 0.03608073213336372, 'SUBJECTIVITY SCORE': 0.39204742625795264, 'AVG SENTENCE LENGTH': 22.93617021276596, 'PERCENTAGE OF COMPLEX WORDS': 73.70617696160268, 'FOG INDEX': 38.65693886974746, 'AVG NUMBER OF WORDS PER SENTENCE': 25.48936170212766, 'COMPLEX WORD COUNT': 883, 'WORD COUNT': 1198, 'SYLLABLES PER WORD': 1.508347245409015, 'PERSONAL PRONOUNS': 7, 'AVG WORD LENGTH': 4.719532554257095}"
35681.6.txt,"{'POSITIVE SCORE': 0.012427149964463391, 'NEGATIVE SCORE': 0.36035181236673763, 'POLARITY SCORE': 0.012427149964463391, 'SUBJECTIVITY SCORE': 0.36035181236673763, 'AVG SENTENCE LENGTH': 30.620689655172413, 'PERCENTAGE OF COMPLEX WORDS': 74.06471183013144, 'FOG INDEX': 41.87416059412155, 'AVG NUMBER OF WORDS PER SENTENCE': 34.10344827586207, 'COMPLEX WORD COUNT': 1465, 'WORD COUNT': 1978, 'SYLLABLES PER WORD': 1.750252780586451, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.357431749241658}"
36143.4.txt,"{'POSITIVE SCORE': 0.04890453296703296, 'NEGATIVE SCORE': 0.45058608058608046, 'POLARITY SCORE': 0.04890453296703296, 'SUBJECTIVITY SCORE': 0.45058608058608046, 'AVG SENTENCE LENGTH': 19.15686274509804, 'PERCENTAGE OF COMPLEX WORDS': 73.02752293577981, 'FOG INDEX': 36.87375427235114, 'AVG NUMBER OF WORDS PER SENTENCE': 21.372549019607842, 'COMPLEX WORD COUNT': 796, 'WORD COUNT': 1090, 'SYLLABLES PER WORD': 1.5853211009174313, 'PERSONAL PRONOUNS': 4, 'AVG WORD LENGTH': 4.864220183486238}"
36605.2.txt,"{'POSITIVE SCORE': 0.07955105678635092, 'NEGATIVE SCORE': 0.42222128851540613, 'POLARITY SCORE': 0.07955105678635092, 'SUBJECTIVITY SCORE': 0.42222128851540613, 'AVG SENTENCE LENGTH': 17.239436619718308, 'PERCENTAGE OF COMPLEX WORDS': 72.57227575982209, 'FOG INDEX': 35.92468495181616, 'AVG NUMBER OF WORDS PER SENTENCE': 19.0, 'COMPLEX WORD COUNT': 979, 'WORD COUNT': 1349, 'SYLLABLES PER WORD': 1.46997776130467, 'PERSONAL PRONOUNS': 44, 'AVG WORD LENGTH': 4.535211267605634}"
37067.txt,"{'POSITIVE SCORE': 0.021817129629629627, 'NEGATIVE SCORE': 0.40775462962962955, 'POLARITY SCORE': 0.021817129629629627, 'SUBJECTIVITY SCORE': 0.40775462962962955, 'AVG SENTENCE LENGTH': 29.210526315789473, 'PERCENTAGE OF COMPLEX WORDS': 76.37595258255715, 'FOG INDEX': 42.234591559338654, 'AVG NUMBER OF WORDS PER SENTENCE': 31.07894736842105, 'COMPLEX WORD COUNT': 902, 'WORD COUNT': 1181, 'SYLLABLES PER WORD': 1.580016934801016, 'PERSONAL PRONOUNS': 15, 'AVG WORD LENGTH': 4.792548687552921}"
37528.8.txt,"{'POSITIVE SCORE': 0.057451540871679765, 'NEGATIVE SCORE': 0.3144157625639107, 'POLARITY SCORE': 0.057451540871679765, 'SUBJECTIVITY SCORE': 0.3144157625639107, 'AVG SENTENCE LENGTH': 21.779661016949152, 'PERCENTAGE OF COMPLEX WORDS': 71.86629526462396, 'FOG INDEX': 37.45838251262924, 'AVG NUMBER OF WORDS PER SENTENCE': 24.338983050847457, 'COMPLEX WORD COUNT': 1032, 'WORD COUNT': 1436, 'SYLLABLES PER WORD': 1.5988857938718664, 'PERSONAL PRONOUNS': 4, 'AVG WORD LENGTH': 5.043871866295264}"
37990.6.txt,"{'POSITIVE SCORE': 0.23095238095238094, 'NEGATIVE SCORE': 0.3351190476190476, 'POLARITY SCORE': 0.23095238095238094, 'SUBJECTIVITY SCORE': 0.3351190476190476, 'AVG SENTENCE LENGTH': 17.545454545454547, 'PERCENTAGE OF COMPLEX WORDS': 70.89201877934272, 'FOG INDEX': 35.37498932991891, 'AVG NUMBER OF WORDS PER SENTENCE': 19.363636363636363, 'COMPLEX WORD COUNT': 151, 'WORD COUNT': 213, 'SYLLABLES PER WORD': 1.4507042253521127, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 4.577464788732394}"
3817.4.txt,"{'POSITIVE SCORE': 0.1690696920781666, 'NEGATIVE SCORE': 0.5248358609375559, 'POLARITY SCORE': 0.1690696920781666, 'SUBJECTIVITY SCORE': 0.5248358609375559, 'AVG SENTENCE LENGTH': 18.294736842105262, 'PERCENTAGE OF COMPLEX WORDS': 73.99895995839833, 'FOG INDEX': 36.91747872020144, 'AVG NUMBER OF WORDS PER SENTENCE': 20.242105263157896, 'COMPLEX WORD COUNT': 1423, 'WORD COUNT': 1923, 'SYLLABLES PER WORD': 1.6375455018200729, 'PERSONAL PRONOUNS': 6, 'AVG WORD LENGTH': 5.131045241809672}"
38452.4.txt,"{'POSITIVE SCORE': 0.01999084249084249, 'NEGATIVE SCORE': 0.3929304029304029, 'POLARITY SCORE': 0.01999084249084249, 'SUBJECTIVITY SCORE': 0.3929304029304029, 'AVG SENTENCE LENGTH': 20.59259259259259, 'PERCENTAGE OF COMPLEX WORDS': 71.99017199017199, 'FOG INDEX': 37.033105833105836, 'AVG NUMBER OF WORDS PER SENTENCE': 22.61111111111111, 'COMPLEX WORD COUNT': 879, 'WORD COUNT': 1221, 'SYLLABLES PER WORD': 1.502866502866503, 'PERSONAL PRONOUNS': 24, 'AVG WORD LENGTH': 4.711711711711712}"
38914.2.txt,"{'POSITIVE SCORE': 0.04753599114064231, 'NEGATIVE SCORE': 0.38227063634040376, 'POLARITY SCORE': 0.04753599114064231, 'SUBJECTIVITY SCORE': 0.38227063634040376, 'AVG SENTENCE LENGTH': 17.916666666666668, 'PERCENTAGE OF COMPLEX WORDS': 70.708446866485, 'FOG INDEX': 35.450045413260675, 'AVG NUMBER OF WORDS PER SENTENCE': 20.38888888888889, 'COMPLEX WORD COUNT': 519, 'WORD COUNT': 734, 'SYLLABLES PER WORD': 1.5258855585831064, 'PERSONAL PRONOUNS': 7, 'AVG WORD LENGTH': 4.73433242506812}"
39376.txt,"{'POSITIVE SCORE': 0.03686349924585219, 'NEGATIVE SCORE': 0.3577772031889679, 'POLARITY SCORE': 0.03686349924585219, 'SUBJECTIVITY SCORE': 0.3577772031889679, 'AVG SENTENCE LENGTH': 23.081632653061224, 'PERCENTAGE OF COMPLEX WORDS': 74.44717444717445, 'FOG INDEX': 39.01152284009427, 'AVG NUMBER OF WORDS PER SENTENCE': 24.918367346938776, 'COMPLEX WORD COUNT': 909, 'WORD COUNT': 1221, 'SYLLABLES PER WORD': 1.647010647010647, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 5.033579033579033}"
39837.8.txt,"{'POSITIVE SCORE': 0.03766233766233765, 'NEGATIVE SCORE': 0.41059773559773555, 'POLARITY SCORE': 0.03766233766233765, 'SUBJECTIVITY SCORE': 0.41059773559773555, 'AVG SENTENCE LENGTH': 28.710526315789473, 'PERCENTAGE OF COMPLEX WORDS': 72.5, 'FOG INDEX': 40.48421052631579, 'AVG NUMBER OF WORDS PER SENTENCE': 31.57894736842105, 'COMPLEX WORD COUNT': 870, 'WORD COUNT': 1200, 'SYLLABLES PER WORD': 1.4766666666666666, 'PERSONAL PRONOUNS': 12, 'AVG WORD LENGTH': 4.511666666666667}"
40299.6.txt,"{'POSITIVE SCORE': 0.10299382716049382, 'NEGATIVE SCORE': 0.4357407407407407, 'POLARITY SCORE': 0.10299382716049382, 'SUBJECTIVITY SCORE': 0.4357407407407407, 'AVG SENTENCE LENGTH': 33.25, 'PERCENTAGE OF COMPLEX WORDS': 74.8868778280543, 'FOG INDEX': 43.254751131221724, 'AVG NUMBER OF WORDS PER SENTENCE': 36.833333333333336, 'COMPLEX WORD COUNT': 331, 'WORD COUNT': 442, 'SYLLABLES PER WORD': 1.7104072398190044, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.316742081447964}"
40761.4.txt,"{'POSITIVE SCORE': 0.07606060606060608, 'NEGATIVE SCORE': 0.3017497556207233, 'POLARITY SCORE': 0.07606060606060608, 'SUBJECTIVITY SCORE': 0.3017497556207233, 'AVG SENTENCE LENGTH': 19.4375, 'PERCENTAGE OF COMPLEX WORDS': 72.80575539568346, 'FOG INDEX': 36.897302158273384, 'AVG NUMBER OF WORDS PER SENTENCE': 21.71875, 'COMPLEX WORD COUNT': 506, 'WORD COUNT': 695, 'SYLLABLES PER WORD': 1.4575539568345324, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 4.440287769784173}"
41223.2.txt,"{'POSITIVE SCORE': 0.021853741496598647, 'NEGATIVE SCORE': 0.3914455782312926, 'POLARITY SCORE': 0.021853741496598647, 'SUBJECTIVITY SCORE': 0.3914455782312926, 'AVG SENTENCE LENGTH': 32.6875, 'PERCENTAGE OF COMPLEX WORDS': 73.70212765957447, 'FOG INDEX': 42.55585106382979, 'AVG NUMBER OF WORDS PER SENTENCE': 36.71875, 'COMPLEX WORD COUNT': 866, 'WORD COUNT': 1175, 'SYLLABLES PER WORD': 1.6374468085106384, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 5.109787234042553}"
41685.txt,"{'POSITIVE SCORE': 0.2907366071428572, 'NEGATIVE SCORE': 0.597842261904762, 'POLARITY SCORE': 0.2907366071428572, 'SUBJECTIVITY SCORE': 0.597842261904762, 'AVG SENTENCE LENGTH': 23.903225806451612, 'PERCENTAGE OF COMPLEX WORDS': 71.58948685857321, 'FOG INDEX': 38.19708506600993, 'AVG NUMBER OF WORDS PER SENTENCE': 25.774193548387096, 'COMPLEX WORD COUNT': 572, 'WORD COUNT': 799, 'SYLLABLES PER WORD': 1.3141426783479349, 'PERSONAL PRONOUNS': 41, 'AVG WORD LENGTH': 4.1201501877346685}"
42146.8.txt,"{'POSITIVE SCORE': -0.023409670686456406, 'NEGATIVE SCORE': 0.29236355905998757, 'POLARITY SCORE': -0.023409670686456406, 'SUBJECTIVITY SCORE': 0.29236355905998757, 'AVG SENTENCE LENGTH': 21.895833333333332, 'PERCENTAGE OF COMPLEX WORDS': 78.06341045415596, 'FOG INDEX': 39.98369751499572, 'AVG NUMBER OF WORDS PER SENTENCE': 24.3125, 'COMPLEX WORD COUNT': 911, 'WORD COUNT': 1167, 'SYLLABLES PER WORD': 1.5355612682090831, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.036846615252785}"
42608.6.txt,"{'POSITIVE SCORE': -0.0599678760393046, 'NEGATIVE SCORE': 0.42820294784580504, 'POLARITY SCORE': -0.0599678760393046, 'SUBJECTIVITY SCORE': 0.42820294784580504, 'AVG SENTENCE LENGTH': 19.98076923076923, 'PERCENTAGE OF COMPLEX WORDS': 76.8566493955095, 'FOG INDEX': 38.7349674505115, 'AVG NUMBER OF WORDS PER SENTENCE': 22.26923076923077, 'COMPLEX WORD COUNT': 890, 'WORD COUNT': 1158, 'SYLLABLES PER WORD': 1.5803108808290156, 'PERSONAL PRONOUNS': 0, 'AVG WORD LENGTH': 4.905008635578584}"
4279.2.txt,"{'POSITIVE SCORE': 0.1096638655462185, 'NEGATIVE SCORE': 0.3149159663865546, 'POLARITY SCORE': 0.1096638655462185, 'SUBJECTIVITY SCORE': 0.3149159663865546, 'AVG SENTENCE LENGTH': 21.88, 'PERCENTAGE OF COMPLEX WORDS': 79.89864864864865, 'FOG INDEX': 40.71145945945946, 'AVG NUMBER OF WORDS PER SENTENCE': 23.68, 'COMPLEX WORD COUNT': 473, 'WORD COUNT': 592, 'SYLLABLES PER WORD': 1.6368243243243243, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.324324324324325}"
43070.4.txt,"{'POSITIVE SCORE': 0.08811769991015275, 'NEGATIVE SCORE': 0.4226864330637916, 'POLARITY SCORE': 0.08811769991015275, 'SUBJECTIVITY SCORE': 0.4226864330637916, 'AVG SENTENCE LENGTH': 19.32075471698113, 'PERCENTAGE OF COMPLEX WORDS': 74.30313588850174, 'FOG INDEX': 37.44955624219315, 'AVG NUMBER OF WORDS PER SENTENCE': 21.660377358490567, 'COMPLEX WORD COUNT': 853, 'WORD COUNT': 1148, 'SYLLABLES PER WORD': 1.5879790940766552, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.111498257839721}"
432.txt,"{'POSITIVE SCORE': 0.09731821106821106, 'NEGATIVE SCORE': 0.35692084942084945, 'POLARITY SCORE': 0.09731821106821106, 'SUBJECTIVITY SCORE': 0.35692084942084945, 'AVG SENTENCE LENGTH': 21.413793103448278, 'PERCENTAGE OF COMPLEX WORDS': 76.41025641025641, 'FOG INDEX': 39.12961980548188, 'AVG NUMBER OF WORDS PER SENTENCE': 23.53448275862069, 'COMPLEX WORD COUNT': 1043, 'WORD COUNT': 1365, 'SYLLABLES PER WORD': 1.6446886446886446, 'PERSONAL PRONOUNS': 12, 'AVG WORD LENGTH': 5.306959706959707}"
4321.txt,"{'POSITIVE SCORE': 0.09731821106821106, 'NEGATIVE SCORE': 0.35692084942084945, 'POLARITY SCORE': 0.09731821106821106, 'SUBJECTIVITY SCORE': 0.35692084942084945, 'AVG SENTENCE LENGTH': 21.413793103448278, 'PERCENTAGE OF COMPLEX WORDS': 76.41025641025641, 'FOG INDEX': 39.12961980548188, 'AVG NUMBER OF WORDS PER SENTENCE': 23.53448275862069, 'COMPLEX WORD COUNT': 1043, 'WORD COUNT': 1365, 'SYLLABLES PER WORD': 1.6446886446886446, 'PERSONAL PRONOUNS': 12, 'AVG WORD LENGTH': 5.306959706959707}"
43532.2.txt,"{'POSITIVE SCORE': 0.027124304267161416, 'NEGATIVE SCORE': 0.37921459492888066, 'POLARITY SCORE': 0.027124304267161416, 'SUBJECTIVITY SCORE': 0.37921459492888066, 'AVG SENTENCE LENGTH': 23.072727272727274, 'PERCENTAGE OF COMPLEX WORDS': 72.85513361462729, 'FOG INDEX': 38.371144354941826, 'AVG NUMBER OF WORDS PER SENTENCE': 25.854545454545455, 'COMPLEX WORD COUNT': 1036, 'WORD COUNT': 1422, 'SYLLABLES PER WORD': 1.580168776371308, 'PERSONAL PRONOUNS': 8, 'AVG WORD LENGTH': 4.777074542897328}"
43994.txt,"{'POSITIVE SCORE': -0.020150312650312644, 'NEGATIVE SCORE': 0.46526214526214515, 'POLARITY SCORE': -0.020150312650312644, 'SUBJECTIVITY SCORE': 0.46526214526214515, 'AVG SENTENCE LENGTH': 22.47142857142857, 'PERCENTAGE OF COMPLEX WORDS': 73.75220199647681, 'FOG INDEX': 38.48945222716216, 'AVG NUMBER OF WORDS PER SENTENCE': 24.32857142857143, 'COMPLEX WORD COUNT': 1256, 'WORD COUNT': 1703, 'SYLLABLES PER WORD': 1.536699941280094, 'PERSONAL PRONOUNS': 4, 'AVG WORD LENGTH': 4.797416324133882}"
44455.8.txt,"{'POSITIVE SCORE': -0.047162698412698406, 'NEGATIVE SCORE': 0.37613858363858366, 'POLARITY SCORE': -0.047162698412698406, 'SUBJECTIVITY SCORE': 0.37613858363858366, 'AVG SENTENCE LENGTH': 26.579710144927535, 'PERCENTAGE OF COMPLEX WORDS': 74.48621553884712, 'FOG INDEX': 40.42637027350986, 'AVG NUMBER OF WORDS PER SENTENCE': 28.91304347826087, 'COMPLEX WORD COUNT': 1486, 'WORD COUNT': 1995, 'SYLLABLES PER WORD': 1.592982456140351, 'PERSONAL PRONOUNS': 8, 'AVG WORD LENGTH': 4.856140350877193}"
44917.6.txt,"{'POSITIVE SCORE': 0.04323899371069183, 'NEGATIVE SCORE': 0.4707771787960466, 'POLARITY SCORE': 0.04323899371069183, 'SUBJECTIVITY SCORE': 0.4707771787960466, 'AVG SENTENCE LENGTH': 74.0, 'PERCENTAGE OF COMPLEX WORDS': 74.9727965179543, 'FOG INDEX': 59.58911860718172, 'AVG NUMBER OF WORDS PER SENTENCE': 76.58333333333333, 'COMPLEX WORD COUNT': 689, 'WORD COUNT': 919, 'SYLLABLES PER WORD': 1.3623503808487487, 'PERSONAL PRONOUNS': 41, 'AVG WORD LENGTH': 4.399347116430903}"
45379.4.txt,"{'POSITIVE SCORE': 0.049701125175808686, 'NEGATIVE SCORE': 0.4355560578661843, 'POLARITY SCORE': 0.049701125175808686, 'SUBJECTIVITY SCORE': 0.4355560578661843, 'AVG SENTENCE LENGTH': 28.514705882352942, 'PERCENTAGE OF COMPLEX WORDS': 74.13632119514473, 'FOG INDEX': 41.060410830999075, 'AVG NUMBER OF WORDS PER SENTENCE': 31.5, 'COMPLEX WORD COUNT': 1588, 'WORD COUNT': 2142, 'SYLLABLES PER WORD': 1.5672268907563025, 'PERSONAL PRONOUNS': 14, 'AVG WORD LENGTH': 4.977124183006536}"
45841.2.txt,"{'POSITIVE SCORE': 0.07089540962182471, 'NEGATIVE SCORE': 0.5056744042121402, 'POLARITY SCORE': 0.07089540962182471, 'SUBJECTIVITY SCORE': 0.5056744042121402, 'AVG SENTENCE LENGTH': 16.240506329113924, 'PERCENTAGE OF COMPLEX WORDS': 70.05610098176717, 'FOG INDEX': 34.51864292435244, 'AVG NUMBER OF WORDS PER SENTENCE': 18.050632911392405, 'COMPLEX WORD COUNT': 999, 'WORD COUNT': 1426, 'SYLLABLES PER WORD': 1.376577840112202, 'PERSONAL PRONOUNS': 6, 'AVG WORD LENGTH': 4.251753155680224}"
46303.txt,"{'POSITIVE SCORE': 0.08514492753623189, 'NEGATIVE SCORE': 0.45760869565217394, 'POLARITY SCORE': 0.08514492753623189, 'SUBJECTIVITY SCORE': 0.45760869565217394, 'AVG SENTENCE LENGTH': 21.75, 'PERCENTAGE OF COMPLEX WORDS': 73.19587628865979, 'FOG INDEX': 37.978350515463916, 'AVG NUMBER OF WORDS PER SENTENCE': 24.25, 'COMPLEX WORD COUNT': 284, 'WORD COUNT': 388, 'SYLLABLES PER WORD': 1.7293814432989691, 'PERSONAL PRONOUNS': 1, 'AVG WORD LENGTH': 5.110824742268041}"
46764.8.txt,"{'POSITIVE SCORE': -0.004167692939244666, 'NEGATIVE SCORE': 0.31312192118226606, 'POLARITY SCORE': -0.004167692939244666, 'SUBJECTIVITY SCORE': 0.31312192118226606, 'AVG SENTENCE LENGTH': 24.179775280898877, 'PERCENTAGE OF COMPLEX WORDS': 76.35675220866639, 'FOG INDEX': 40.21461099582611, 'AVG NUMBER OF WORDS PER SENTENCE': 26.707865168539325, 'COMPLEX WORD COUNT': 1815, 'WORD COUNT': 2377, 'SYLLABLES PER WORD': 1.5902397980647875, 'PERSONAL PRONOUNS': 3, 'AVG WORD LENGTH': 4.921329406815313}"
